country,value,region,CODE,shuoming,title
Bolivia,0.748,2018年性别差异指数,BOL,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Lao PdR,0.748,2018年性别差异指数,LAO,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Belarus,0.747,2018年性别差异指数,BLR,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Netherlands,0.747,2018年性别差异指数,NLD,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Spain,0.746,2018年性别差异指数,ESP,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Bahamas,0.741,2018年性别差异指数,BHM,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Burundi,0.741,2018年性别差异指数,BDI,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Belgium,0.738,2018年性别差异指数,BEL,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Albania,0.734,2018年性别差异指数,ALB,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Estonia,0.734,2018年性别差异指数,EST,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Argentina,0.733,2018年性别差异指数,ARG,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Moldova,0.733,2018年性别差异指数,MDA,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Portugal,0.732,2018年性别差异指数,PRT,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Australia,0.73,2018年性别差异指数,AUS,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Serbia,0.73,2018年性别差异指数,SRB,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Colombia,0.729,2018年性别差异指数,COL,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Ecuador,0.729,2018年性别差异指数,ECU,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Poland,0.728,2018年性别差异指数,POL,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Jamaica,0.724,2018年性别差异指数,JAM,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Uganda,0.724,2018年性别差异指数,UGA,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Israel,0.722,2018年性别差异指数,ISR,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Panama,0.722,2018年性别差异指数,PAN,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Bangladesh,0.721,2018年性别差异指数,BGD,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Mexico,0.721,2018年性别差异指数,MEX,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Mozambique,0.721,2018年性别差异指数,MOZ,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Zimbabwe,0.721,2018年性别差异指数,ZWE,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Peru,0.72,2018年性别差异指数,PER,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
United States,0.72,2018年性别差异指数,USA,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Austria,0.718,2018年性别差异指数,AUT,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Chile,0.717,2018年性别差异指数,CHL,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Botswana,0.715,2018年性别差异指数,BWA,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Uruguay,0.715,2018年性别差异指数,URY,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Cameroon,0.714,2018年性别差异指数,CMR,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Mongolia,0.714,2018年性别差异指数,MNG,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Bosnia and herzegovina,0.712,2018年性别差异指数,BIH,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Croatia,0.712,2018年性别差异指数,HRV,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Kazakhstan,0.712,2018年性别差异指数,KAZ,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Luxembourg,0.712,2018年性别差异指数,LUX,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Romania,0.711,2018年性别差异指数,ROU,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Venezuela,0.709,2018年性别差异指数,VEN,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Ukraine,0.708,2018年性别差异指数,UKR,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
"Macedonia, fYR",0.707,2018年性别差异指数,MKD,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Singapore,0.707,2018年性别差异指数,SGP,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Honduras,0.706,2018年性别差异指数,HND,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Italy,0.706,2018年性别差异指数,ITA,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Montenegro,0.706,2018年性别差异指数,MNE,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Tanzania,0.704,2018年性别差异指数,TZA,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Cape Verde,0.702,2018年性别差异指数,,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Thailand,0.702,2018年性别差异指数,THA,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Dominican,0.701,2018年性别差异指数,DOM,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Russian federation,0.701,2018年性别差异指数,RUS,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Kenya,0.7,2018年性别差异指数,KEN,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Vietnam,0.698,2018年性别差异指数,VNM,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Greece,0.696,2018年性别差异指数,GRC,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Suriname,0.695,2018年性别差异指数,SUR,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Eswatini,0.694,2018年性别差异指数,,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Czech Republic,0.693,2018年性别差异指数,CZE,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Lesotho,0.693,2018年性别差异指数,LSO,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Slovak Republic,0.693,2018年性别差异指数,SVK,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Indonesia,0.691,2018年性别差异指数,IDN,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Kyrgyz Republic,0.691,2018年性别差异指数,KGZ,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Madagascar,0.691,2018年性别差异指数,MDG,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
El Salvador,0.69,2018年性别差异指数,SLV,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Myanmar,0.69,2018年性别差异指数,,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Ghana,0.688,2018年性别差异指数,GHA,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Brunei darussalam,0.686,2018年性别差异指数,BRN,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Malta,0.686,2018年性别差异指数,MLT,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Cyprus,0.684,2018年性别差异指数,CYP,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Cambodia,0.683,2018年性别差异指数,KHM,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Senegal,0.682,2018年性别差异指数,SEN,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Brazil,0.681,2018年性别差异指数,BRA,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
Liberia,0.681,2018年性别差异指数,LBR,这个图显示的是2018年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.647是男女差异最大的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2018年的性别差异指数（平均值为0.695）
